,icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,category
0,e49406,GLO1880 ,Brazil,1714315784.0,1714315784,-43.1508,-22.7783,518.16,False,127.02,78.55,4.55,,533.4,,False,0,0
1,4b1815,SWR9YP  ,Switzerland,1714315783.0,1714315783,0.6557,50.9213,5730.24,False,154.43,302.21,-8.45,,5654.04,3027,False,0,0
2,a09281,N136LM  ,United States,1714315760.0,1714315762,-84.9612,34.3215,1432.56,False,43.24,145.18,0.98,,1546.86,,False,0,0
3,e8027b,LAN535  ,Chile,1714314735.0,1714315739,-76.7623,-13.7006,9220.2,False,255.7,164.96,0.0,,9875.52,,False,0,0
4,80162d,AXB1946 ,India,1714315783.0,1714315783,78.4194,15.7372,9151.62,False,229.39,192.7,5.53,,9723.12,,False,0,0
5,ac96b8,AAL622  ,United States,1714315783.0,1714315783,-74.0609,40.9955,8534.4,False,236.93,231.61,0.0,,8831.58,1464,False,0,0
6,e8027e,LPE2119 ,Chile,1714315073.0,1714315649,-75.8865,-12.9353,8161.02,False,243.69,132.01,3.25,,8602.98,,False,0,0
7,a5cb05,N4721B  ,United States,1714315778.0,1714315779,-82.1747,28.2761,396.24,False,42.55,194.71,-1.63,,457.2,,False,0,0
8,aa3cbd,N759P   ,United States,1714315667.0,1714315775,-81.6256,41.351,662.94,False,53.5,0.55,-2.28,,693.42,5550,False,0,0
9,aa56db,UAL2331 ,United States,1714315783.0,1714315783,-78.4046,36.5875,8839.2,False,199.34,23.26,0.0,,9182.1,4760,False,0,0
10,a7b08d,LXJ595  ,United States,1714315784.0,1714315784,-74.3137,43.0149,5128.26,False,176.0,271.51,0.0,,5273.04,,False,0,0
11,a22258,N23685  ,United States,1714315783.0,1714315783,-79.1021,36.3983,1188.72,False,81.5,208.67,-2.6,,1295.4,,False,0,0
12,7c6b2d,JST988  ,Australia,1714315781.0,1714315783,115.9679,-31.9304,-76.2,False,74.24,194.04,-1.3,,22.86,3633,False,0,0
13,a808bb,N61697  ,United States,1714315782.0,1714315782,-81.6063,27.9836,1280.16,False,47.35,358.13,-0.33,,1371.6,,False,0,0
14,48d254,SPWTW   ,Poland,1714315782.0,1714315782,23.0049,51.5927,2590.8,False,92.26,340.45,0.0,,2720.34,,False,0,0
15,801641,AXB1596 ,India,1714315783.0,1714315783,76.8285,13.0424,7924.8,False,198.21,272.23,0.0,,8412.48,,False,0,0
16,ade191,DAL2473 ,United States,1714315783.0,1714315783,-81.5694,40.9736,9144.0,False,215.57,296.5,-0.33,,9494.52,2641,False,0,0
17,801640,AIC802  ,India,1714315783.0,1714315783,77.7275,15.2229,10972.8,False,231.83,3.05,0.0,,11673.84,,False,0,0
18,a665b9,LXJ511  ,United States,1714315783.0,1714315783,-81.4216,30.9894,13716.0,False,233.29,357.35,-0.33,,14150.34,,False,0,0
19,880459,AIQ3259 ,Thailand,1714315783.0,1714315783,101.1722,14.4746,4038.6,False,201.64,240.16,-10.4,,4351.02,,False,0,0
20,801643,AXB1643 ,India,1714315782.0,1714315782,80.3302,13.6041,5676.9,False,200.9,193.32,-10.73,,5996.94,,False,0,0
21,880453,AIQ523  ,Thailand,1714315742.0,1714315744,99.9692,11.206,10972.8,False,237.2,206.4,0.0,,11795.76,,False,0,0
22,80162e,VTI813  ,India,1714315783.0,1714315783,78.2156,14.3518,9532.62,False,233.03,188.51,-21.13,,10142.22,,False,0,0
23,aaf633,UAL2041 ,United States,1714315783.0,1714315783,-111.5635,42.35,10980.42,False,213.93,257.5,-0.33,,10995.66,,False,0,0
24,a678e5,JTZ516  ,United States,1714315768.0,1714315774,-115.1603,36.0996,,True,0.0,112.5,,,,,False,0,0
25,e49405,GLO7682 ,Brazil,1714315783.0,1714315783,-56.8527,-33.429,11117.58,False,193.2,223.81,-4.88,,11544.3,3347,False,0,0
26,a34230,EJA309  ,United States,1714315783.0,1714315784,-74.944,39.4542,10210.8,False,195.3,220.19,7.48,,10561.32,0562,False,0,0
27,a21b85,EPI235  ,United States,1714315783.0,1714315783,-81.1909,28.9655,815.34,False,41.47,78.55,0.33,,891.54,,False,0,0
28,4b1805,SWR5KP  ,Switzerland,1714315783.0,1714315783,6.0742,51.7073,6903.72,False,191.38,136.09,5.53,,6888.48,1000,False,0,0
29,39d228,FHURI   ,France,1714315783.0,1714315783,8.621,40.3804,3162.3,False,99.46,351.07,-3.9,,3314.7,,False,0,0
30,a34e6a,ENY3650 ,United States,1714315781.0,1714315781,-81.0567,25.9218,3444.24,False,155.54,115.89,-6.5,,3627.12,4013,False,0,0
31,4b1806,SWR210A ,Switzerland,1714315782.0,1714315783,6.3285,46.3871,1524.0,False,80.4,225.78,-2.93,,1607.82,1000,False,0,0
32,aa56d4,UAL1306 ,United States,1714315783.0,1714315783,-78.1631,43.0459,10972.8,False,200.14,270.88,0.0,,11277.6,3462,False,0,0
33,a90ea8,DAL2343 ,United States,1714315783.0,1714315783,-82.154,28.1459,9738.36,False,235.91,327.56,0.0,,10149.84,6054,False,0,0
34,4b1807,SWR175D ,Switzerland,1714315783.0,1714315783,11.5867,54.7873,7559.04,False,192.27,215.31,5.53,,7627.62,5662,False,0,0
35,4b1809,SWR9TG  ,Switzerland,1714315780.0,1714315781,8.5557,47.4544,388.62,True,0.0,185.62,,,,1000,False,0,0
36,51111e,JAF9MH  ,Estonia,1714315783.0,1714315783,0.1559,48.1506,10668.0,False,209.31,232.09,0.0,,10538.46,7143,False,0,0
37,801647,IGO277W ,India,1714315736.0,1714315736,80.0964,27.0858,10668.0,False,283.43,114.33,0.33,,11140.44,,False,0,0
38,4b1800,SWR1958 ,Switzerland,1714315783.0,1714315783,5.1718,44.0081,10668.0,False,183.9,209.86,0.0,,10797.54,3042,False,0,0
39,4b1801,SWR2MX  ,Switzerland,1714315783.0,1714315783,8.6291,47.4523,670.56,False,67.32,276.58,-3.9,,754.38,1000,False,0,0
40,ab63b7,N833CF  ,United States,1714315769.0,1714315769,-78.892,34.6241,2179.32,False,85.9,33.02,0.0,,2308.86,,False,0,0
41,aa9f3f,SWA4128 ,United States,1714315783.0,1714315783,-112.1435,33.4409,899.16,False,88.52,88.33,-4.55,,906.78,3602,False,0,0
42,4952ca,TAP1127 ,Portugal,1714315646.0,1714315651,-11.4507,35.9639,11574.78,False,238.75,34.82,0.0,,11605.26,,False,0,0
43,4952cb,TAP782  ,Portugal,1714315783.0,1714315783,4.4649,51.6082,11277.6,False,254.55,36.45,0.0,,11193.78,1165,False,0,0
44,80163f,VTI722  ,India,1714315778.0,1714315778,78.3463,28.1684,3657.6,False,144.54,291.73,-0.33,,3771.9,,False,0,0
45,acdfa0,WUP929  ,United States,1714315774.0,1714315774,-82.055,37.0409,6705.6,False,211.65,235.0,0.0,,6987.54,1716,False,0,0
46,a928ba,CWG69   ,United States,1714315783.0,1714315783,-12.2091,53.4337,9464.04,False,206.53,290.11,1.95,,9265.92,,False,0,0
47,acdfa3,ASA458  ,United States,1714315783.0,1714315783,-107.9041,40.6243,10972.8,False,223.62,255.07,0.0,,10995.66,7056,False,0,0
48,a665c5,GJS4461 ,United States,1714315782.0,1714315782,-87.9129,41.9716,,True,8.75,90.0,,,,,False,0,0
49,a10e8b,UAL1913 ,United States,1714315778.0,1714315780,-94.7795,30.3421,3749.04,False,144.02,228.91,-6.18,,3901.44,5625,False,0,0
50,511163,IGO260F ,Estonia,1714315776.0,1714315780,76.1715,26.6926,8336.28,False,232.3,203.22,10.73,,8694.42,,False,0,0
51,ac230c,N881RJ  ,United States,1714315783.0,1714315783,-81.9729,27.2726,640.08,False,57.95,73.5,-0.33,,754.38,5201,False,0,0
52,402ab6,GBOIL   ,United Kingdom,1714315783.0,1714315783,-2.4039,53.4834,419.1,False,42.97,31.79,-0.33,,388.62,7365,False,0,0
53,a4d87f,N411GT  ,United States,1714315783.0,1714315783,-82.8681,28.3009,1584.96,False,87.46,0.67,0.0,,1691.64,0154,False,0,0
54,801616,IGO209  ,India,1714315783.0,1714315783,81.0421,14.8274,11590.02,False,234.89,210.1,0.0,,12336.78,,False,0,0
55,3d10cf,DEEPR   ,Germany,1714315783.0,1714315783,13.8485,50.9869,548.64,False,49.72,331.58,-0.33,,594.36,,False,0,0
56,abacb6,SCX941  ,United States,1714315783.0,1714315783,-84.1021,30.0325,12496.8,False,245.18,139.42,0.0,,12938.76,1156,False,0,0
57,ac96be,AAL1220 ,United States,1714315783.0,1714315783,-100.994,30.3431,10058.4,False,245.24,24.15,0.0,,10408.92,3522,False,0,0
58,aa69db,ENY3641 ,United States,1714315783.0,1714315783,-97.0703,33.2851,1120.14,False,84.76,145.63,-7.15,,1120.14,,False,0,1
59,ab76eb,JRE838  ,United States,1714315782.0,1714315782,-88.8977,30.2848,5615.94,False,186.69,316.67,-12.68,,5859.78,2315,False,0,0
