,icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount
257,a6354e,1714075600,K3GM,1714080616,06IL,N5AR    ,1078.0,128.0,4667.0,1049.0,1,27
258,a62b14,1714077902,KPNE,1714080596,KPNE,N497LA  ,211.0,28.0,1001.0,59.0,0,12
259,a64cae,1714078020,CO53,1714080081,KFTG,N505BT  ,6888.0,60.0,420.0,209.0,5,22
260,a72c78,1714078267,,1714081952,KDFW,AAL2667 ,,,6156.0,226.0,0,22
261,a8540b,1714078130,,1714081416,KCLT,PDT5766 ,,,9600.0,358.0,0,8
262,a84c57,1714079072,K39N,1714079831,K39N,N6338F  ,2616.0,143.0,2622.0,113.0,2,21
263,a88eae,1714078655,KAUS,1714079787,KSAT,N650W   ,1266.0,48.0,3418.0,111.0,3,12
264,aa6f80,1714077125,KPHX,1714080279,KONT,SWA3607 ,1180.0,19.0,2107.0,13.0,1,6
265,aa9bcb,1714078830,KCMA,1714081770,KCMA,N783BG  ,896.0,98.0,2212.0,67.0,2,2
266,ab0755,1714077195,K14A,1714079099,NC63,N81DG   ,398.0,27.0,7904.0,785.0,4,6
267,ab1448,1714080625,,1714081395,KU77,N8128P  ,,,134.0,21.0,0,1
268,ab38bd,1714078863,KDAB,1714081946,FA18,ERU822  ,952.0,12.0,9201.0,1289.0,2,7
269,aaa96f,1714075380,KABQ,1714078898,KDEN,SWA984  ,763.0,67.0,8263.0,295.0,0,21
270,aae0fc,1714078057,KBFL,1714080097,KLGB,N80RA   ,9126.0,979.0,1655.0,18.0,2,8
271,aae5a9,1714076175,KORD,1714078948,KSTL,AAL2377 ,1073.0,105.0,699.0,51.0,0,7
272,aaf273,1714080607,K5C1,1714081683,KBAZ,N804TS  ,167.0,19.0,4112.0,289.0,0,20
273,acc9c3,1714075840,KOCF,1714078134,KDAB,ERU923  ,579.0,3.0,2273.0,10.0,2,11
274,aeb3b5,1714076627,EDFR,1714077279,EDQF,SALTY11 ,12491.0,210.0,5525.0,222.0,1,2
275,e064cb,1714076551,,1714077505,SAEZ,ARG1677 ,,,3667.0,116.0,0,4
276,010249,1714079716,,1714080549,HEAZ,NMA131  ,,,6237.0,563.0,0,3
277,0d01b5,1714080054,,1714081274,35AZ,XAAFG   ,,,24557.0,1373.0,0,3
278,0d0fec,1714078298,MMMX,1714080201,MMMX,XCNZA   ,8898.0,4.0,7631.0,4.0,0,0
279,406c76,1714077333,EGSS,1714080863,EGPH,NPT11L  ,1306.0,282.0,735.0,57.0,1,1
280,3c6581,1714076447,EDDM,1714079100,EDDK,DLH8JT  ,1379.0,64.0,1047.0,83.0,0,2
281,4ca857,1714076773,EIDW,1714079274,EGGD,RYR78MZ ,1696.0,78.0,367.0,84.0,1,0
282,80047c,1714078740,,1714080832,VIDP,AIC974  ,,,3164.0,136.0,0,1
283,7c7795,1714081503,,1714082172,YBBN,VOZ600  ,,,3189.0,26.0,0,2
284,7c6b3c,1714076739,NZWN,1714078816,NZCH,JST287  ,7102.0,1115.0,1423.0,122.0,0,3
285,a041ea,1714079135,VT46,1714080971,VT01,N11554  ,13560.0,1171.0,13627.0,1298.0,1,19
286,a17ad2,1714075459,,1714076353,KMIA,AVA146  ,,,7496.0,249.0,0,8
287,a0d39c,1714079599,KASG,1714081654,KSUZ,N152WL  ,1581.0,181.0,8417.0,1679.0,4,6
288,a326f8,1714080189,KBRY,1714081488,99KY,N302CF  ,9294.0,832.0,7994.0,774.0,0,6
289,a326f8,1714077694,2KY1,1714079409,KBRY,N302CF  ,7599.0,829.0,6748.0,740.0,1,5
290,a448d5,1714078655,KSFO,1714081762,KLAX,UAL470  ,246.0,42.0,2378.0,38.0,0,7
291,a3fd91,1714077012,KCEU,1714078095,KGMU,N35609  ,1749.0,284.0,4676.0,160.0,2,14
292,a535a3,1714075734,KUKF,1714077490,NC63,N4349X  ,2296.0,174.0,8596.0,915.0,0,7
293,a4d801,1714076214,KFFZ,1714082198,KFFZ,VWA110  ,259.0,32.0,727.0,62.0,0,7
294,a4f825,1714077390,KI39,1714078399,1KY7,N41912  ,12420.0,944.0,19991.0,1368.0,1,3
295,a68f16,1714077530,KRNV,1714081727,KRNV,DSU09   ,592.0,79.0,233.0,11.0,1,7
296,a74d57,1714077784,KBOS,1714078518,KPVC,KAP54   ,931.0,97.0,12608.0,180.0,0,1
297,a76d37,1714076400,KOSH,1714081827,WS17,N578MC  ,883.0,48.0,1448.0,22.0,7,16
298,a6cb0d,1714078830,2IL3,1714080246,K06C,GJS4381 ,10926.0,1965.0,7429.0,266.0,1,7
299,a81f62,1714078145,KLGA,1714081900,KOWD,N622TP  ,9608.0,105.0,225.0,91.0,0,6
300,a857c2,1714076245,CYUL,1714080871,6NJ9,PDT5776 ,2974.0,291.0,5533.0,376.0,1,12
301,a86cae,1714077350,CYYZ,1714081612,KPHL,PDT5884 ,1699.0,127.0,6871.0,194.0,1,11
302,a93b01,1714076521,KSLC,1714080621,KSDL,EJA694  ,617.0,121.0,1372.0,42.0,1,5
303,a96f77,1714076580,KVNY,1714077880,KL22,N707KG  ,501.0,38.0,17449.0,2278.0,2,0
304,a983b7,1714076806,,1714081242,2DE2,CKS9162 ,,,4504.0,620.0,0,22
305,a9b662,1714078700,KLWM,1714079539,KEEN,N725CS  ,905.0,61.0,7266.0,864.0,0,7
306,a9f424,1714075434,,1714081321,KDFW,SKW6194 ,,,5428.0,203.0,0,22
307,a9f941,1714078376,KEMT,1714080071,KRAL,N74143  ,426.0,29.0,960.0,36.0,0,8
308,a9f941,1714075555,KSMO,1714076539,KEMT,N74143  ,97.0,53.0,28.0,59.0,2,3
309,ab3967,1714079268,KGVL,1714080596,GA09,N822ML  ,4851.0,357.0,7429.0,592.0,0,6
310,ab6519,1714077276,KDTW,1714080476,KLEX,SKW4171 ,780.0,54.0,1794.0,31.0,0,8
311,ad67ae,1714077171,KMSY,1714080812,KATL,DAL2524 ,1228.0,46.0,2121.0,7.0,1,20
312,ad7606,1714076213,K9G3,1714078460,K9G3,N9669C  ,781.0,42.0,1237.0,12.0,1,16
313,aced29,1714076409,KDTW,1714080684,6NJ9,DAL970  ,875.0,100.0,7599.0,170.0,1,12
314,ae4e0c,1714079405,AR84,1714080901,KORK,GOONY30 ,1033.0,487.0,3979.0,359.0,3,23
315,ae6912,1714077967,KOKC,1714080169,KT67,ROPER91 ,1076.0,39.0,4950.0,387.0,2,31
316,add61d,1714075328,KBJC,1714079009,KBJC,N9908K  ,363.0,69.0,1221.0,38.0,4,10
317,c08333,1714080002,CNM2,1714081494,CYXU,CGXRU   ,8520.0,576.0,7391.0,324.0,1,6
318,e07543,1714078862,,1714080087,SABE,ARG1659 ,,,352.0,20.0,0,7
319,e48199,1714077313,,1714078307,SBGL,TAM3794 ,,,6712.0,364.0,0,5
320,e8033e,1714080108,,1714081679,SPJC,SKX5012 ,,,6973.0,285.0,0,5
321,405b65,1714076827,EGAA,1714078244,EGPF,EZY579X ,2602.0,550.0,6218.0,342.0,0,0
322,40788c,1714075898,EGKK,1714078227,EGJB,AUR610A ,936.0,327.0,2800.0,194.0,1,0
323,3c66a9,1714075338,EDDM,1714078741,EDDW,DLH7LX  ,1209.0,57.0,1613.0,140.0,0,3
324,7c6288,1714078097,,1714082340,YSSY,QLK204  ,,,1722.0,90.0,0,2
325,a15a07,1714079100,KMKC,1714081044,KSUS,CME1    ,4620.0,865.0,2256.0,3.0,0,9
326,a0c238,1714076520,KSDF,1714079788,KCLT,UPS5540 ,2208.0,220.0,7695.0,274.0,2,7
327,a23eff,1714077725,KJNX,1714078476,KJNX,N244BL  ,2340.0,254.0,3509.0,353.0,0,9
328,a2796f,1714075214,,1714081319,KROC,FDX516  ,,,833.0,132.0,0,13
329,a1a697,1714076622,,1714080527,FD35,SWA1911 ,,,2073.0,570.0,0,3
330,a2bdf6,1714080270,KFIT,1714081117,KBED,N276ND  ,3626.0,351.0,3907.0,81.0,1,8
331,a2bdf6,1714077604,KBED,1714078763,61MA,N276ND  ,400.0,40.0,5603.0,548.0,0,11
332,a40acb,1714078980,,1714081979,KFFZ,N36JR   ,,,683.0,32.0,0,7
333,a3a2ee,1714078080,GA16,1714079977,KWDR,N333WF  ,1060.0,667.0,8882.0,566.0,7,14
334,a68d57,1714075316,KSET,1714076340,KSET,N521HC  ,1704.0,148.0,1731.0,80.0,2,9
335,a719af,1714076564,KTRK,1714080465,KBUR,N557CS  ,10049.0,1440.0,1531.0,16.0,0,4
336,a72aec,1714075778,KDBQ,1714079019,KDBQ,N561D   ,272.0,92.0,598.0,76.0,1,7
337,a9d8a8,1714078250,29GA,1714080221,AL89,N73307  ,5020.0,690.0,4764.0,580.0,4,3
338,aa0531,1714077631,,1714078637,KMIA,AVA030  ,,,5188.0,134.0,0,7
339,ab7647,1714076074,KSTL,1714078194,KSDF,TMP3133 ,2102.0,108.0,1917.0,30.0,1,11
340,aade79,1714075837,KTPA,1714076654,KSRQ,N8PJ    ,658.0,45.0,1483.0,1.0,2,4
341,aaf4b7,1714079134,,1714080957,KAPC,N805CW  ,,,4055.0,233.0,0,3
342,abb3d5,1714075875,KLAF,1714080441,KLAF,PDU53   ,987.0,100.0,694.0,93.0,2,14
343,ad5621,1714078503,KBFI,1714079104,KPWT,AIRLIFT ,471.0,31.0,2361.0,238.0,2,7
344,ae4a0b,1714079644,FD82,1714081706,,BB130   ,7743.0,806.0,,,6,0
345,ada14d,1714078114,KISO,1714079988,KLHZ,N9779V  ,10670.0,977.0,3118.0,199.0,0,9
346,adcd43,1714075236,KERV,1714076487,KHYI,BYA989  ,4852.0,634.0,6713.0,366.0,3,10
347,c07a7c,1714077872,CYVR,1714080597,,JZA298  ,910.0,117.0,,,0,0
348,c82a76,1714077247,NZNE,1714078309,NZNE,ZKHEJ   ,996.0,156.0,850.0,248.0,1,3
349,e0b109,1714078863,,1714079957,SADF,LVKDI   ,,,1776.0,73.0,0,6
350,0d0cea,1714075996,MMMX,1714077088,MMMX,XAVEI   ,12334.0,101.0,2190.0,48.0,0,1
351,3003ad,1714075436,LIMC,1714078390,EDDM,DLA4ER  ,1963.0,17.0,3329.0,57.0,2,3
352,345249,1714075282,EHAM,1714081925,LEBL,VLG722T ,1404.0,117.0,13403.0,712.0,0,0
353,400942,1714077540,EGLL,1714080992,EGPH,SHT8G   ,791.0,134.0,1582.0,103.0,2,1
354,400cd8,1714078153,EGSS,1714081412,EGAA,EZY353V ,1280.0,160.0,14519.0,718.0,1,0
355,4073e0,1714078465,,1714079707,EGPD,GMA03B  ,,,1085.0,86.0,0,0
356,502d0f,1714077096,EVRA,1714079440,EFHK,BTI32B  ,648.0,202.0,1379.0,59.0,1,2
357,a060fd,1714075561,KEUL,1714076709,KEUL,N123Y   ,643.0,89.0,1970.0,135.0,5,14
358,a209c0,1714075961,KMDT,1714079381,,AAY1311 ,422.0,86.0,,,2,0
359,a226c5,1714078685,KRDU,1714081979,6NJ9,FFT1518 ,1227.0,4.0,5856.0,323.0,0,12
360,a1f18d,1714077290,,1714078794,KSDL,N224TG  ,,,1532.0,27.0,0,5
361,a1f519,1714080703,KPDK,1714082355,K49A,N225RP  ,501.0,31.0,8815.0,842.0,1,1
362,a1f838,1714076352,KUNU,1714078839,KPWK,N226KM  ,2860.0,187.0,2715.0,8.0,0,5
363,a5397d,1714075532,KLEX,1714080784,KPHL,AWI6184 ,549.0,54.0,6834.0,194.0,0,11
364,a5583c,1714078929,,1714081328,8AK5,N44309  ,,,5792.0,1783.0,0,6
365,a59172,1714077439,KSQL,1714081311,KSQL,BYF19   ,555.0,28.0,318.0,32.0,1,6
366,a590ea,1714078182,KMCE,1714080977,KSBD,N458MC  ,4557.0,935.0,9138.0,469.0,2,5
367,a6adb1,1714076851,KSRQ,1714080840,KSRQ,N5297G  ,148.0,9.0,2191.0,21.0,0,4
368,a6d897,1714075365,KJXN,1714076414,92MI,N540GW  ,9137.0,929.0,10664.0,1009.0,1,4
369,a82abc,1714075728,KHZL,1714076369,KN79,N625VS  ,6186.0,524.0,9634.0,592.0,3,14
370,a7c840,1714075212,FA44,1714076396,FA44,N600LG  ,12011.0,764.0,11411.0,703.0,1,6
371,a7ef3c,1714080221,KXLL,1714081089,KLOM,N610FA  ,3254.0,213.0,2267.0,174.0,1,25
372,a9115d,1714078635,KTOA,1714081973,KCPM,N68344  ,215.0,16.0,513.0,14.0,3,9
373,a93d97,1714075819,KBMC,1714077278,KBTF,N695DC  ,312.0,67.0,2368.0,164.0,1,3
374,a8a0bc,1714075264,KBWI,1714079494,SC05,EJA655  ,1280.0,31.0,10449.0,1772.0,2,4
375,a8faa6,1714077098,,1714077785,KFLL,NKS946  ,,,5729.0,202.0,0,4
376,a9abb0,1714075638,KPMP,1714077101,59FD,N722HG  ,7309.0,1030.0,2554.0,1304.0,2,3
377,a9fa2f,1714077875,DE17,1714080695,KJYO,N742CE  ,3031.0,1106.0,2152.0,41.0,5,11
378,ab57ae,1714077810,KOFP,1714080922,79NC,N83TD   ,11035.0,188.0,5022.0,398.0,2,8
379,ac1556,1714077060,KDVT,1714081940,KHND,N878PC  ,85.0,14.0,153.0,2.0,1,4
380,ac81f2,1714077874,KVAY,1714078788,KVAY,N905CA  ,583.0,6.0,2616.0,113.0,5,8
381,abe4b9,1714075568,KSJC,1714079268,KLAS,SWA4904 ,890.0,56.0,1063.0,9.0,2,4
382,ae2005,1714075273,NC56,1714076038,KRDU,LUNAR46 ,10577.0,280.0,2111.0,3.0,0,8
383,ae2ef6,1714079521,KNGP,1714081407,KRKP,BOMR731 ,8838.0,291.0,2102.0,1577.0,1,6
384,ae4ff7,1714081534,KNRB,1714082140,KNEN,FFAB123 ,5092.0,86.0,3825.0,206.0,1,5
385,ae4ff7,1714078312,KNEN,1714079817,FD48,FFAB123 ,3320.0,206.0,1705.0,190.0,2,3
386,c003a8,1714076681,KIAD,1714080464,CYYZ,JZA621  ,1184.0,95.0,2183.0,127.0,2,4
387,c063fc,1714077788,CYND,1714079711,CSG3,CGLWL   ,1056.0,26.0,8027.0,358.0,1,2
388,e06541,1714076611,,1714078286,SABE,ARG1897 ,,,405.0,20.0,0,7
389,3415ce,1714078124,LEST,1714080975,LEMD,IBE0577 ,6184.0,902.0,2188.0,15.0,0,3
390,39dd45,1714077785,LFML,1714079816,LFKJ,CCM55FH ,3190.0,327.0,9124.0,482.0,1,1
391,43c94f,1714075383,EGVP,1714078107,EGVP,PNTHR77 ,1398.0,214.0,874.0,244.0,2,7
392,43c8e8,1714078110,EGOS,1714080268,EGCW,SYS56   ,185.0,84.0,10264.0,172.0,3,2
393,45ce48,1714078564,EGNX,1714082122,EDDK,SRR6977 ,995.0,81.0,2418.0,98.0,0,2
394,5110e1,1714077076,ESSA,1714079385,EETN,SAS1784 ,1890.0,42.0,386.0,66.0,0,1
395,7803be,1714075775,,1714077560,NZAA,CES877  ,,,6274.0,320.0,0,2
396,7c4351,1714080794,YMMB,1714081609,YMPC,NKZ     ,268.0,76.0,517.0,88.0,0,4
397,7c6de2,1714076259,YSSY,1714080269,YBBN,QFA500  ,2603.0,52.0,1698.0,57.0,0,2
398,7c7ad5,1714077754,YSBK,1714081155,YMRY,YJR     ,346.0,31.0,2403.0,10.0,1,0
399,a028c2,1714075898,KNEW,1714078789,KNEW,N1092A  ,302.0,32.0,1132.0,32.0,0,5
400,a0692d,1714077855,KDAB,1714081844,KDAB,JED125  ,325.0,12.0,3048.0,20.0,2,11
401,a0ad3e,1714075641,KDEN,1714081177,KPHX,UAL2047 ,4348.0,150.0,811.0,12.0,4,10
402,a20c44,1714075263,KXNA,1714078373,KDFW,ENY3803 ,4591.0,461.0,3984.0,135.0,3,22
403,a21c56,1714078407,KBGM,1714079792,4NK4,CAP3135 ,12927.0,1116.0,12499.0,509.0,1,10
404,a21fca,1714076092,KHOU,1714079771,KT67,N236LF  ,5328.0,1128.0,6063.0,333.0,1,31
405,a1d811,1714079480,KDTW,1714081148,KCMH,RPA5794 ,1163.0,153.0,7567.0,254.0,1,17
406,a1cbd9,1714078112,KVDF,1714081275,FA74,N2148L  ,5728.0,549.0,3335.0,1550.0,1,5
407,a3026f,1714077153,KSDF,1714082280,KMCO,UPS2326 ,1760.0,159.0,4785.0,100.0,2,5
408,a329e0,1714078481,KPSM,1714080869,KPSM,N30250  ,526.0,22.0,2290.0,22.0,1,9
409,a32ddd,1714080037,1GA9,1714081501,1GA9,N30370  ,2627.0,531.0,3164.0,432.0,6,22
410,a3bee4,1714079340,KBMI,1714080598,5LL5,N340SF  ,7291.0,229.0,13542.0,298.0,3,2
411,a3bee4,1714076319,K3MY,1714077463,KBMI,N340SF  ,8597.0,339.0,4314.0,31.0,1,10
412,a521a2,1714076636,K93C,1714078091,KC29,N43JW   ,2483.0,276.0,623.0,84.0,1,19
413,a5232a,1714078580,KCHS,1714080673,KGSP,VET430  ,1420.0,100.0,5692.0,224.0,0,14
414,a524c1,1714075459,1OK0,1714076367,88OK,OST43   ,11632.0,1630.0,14939.0,649.0,1,3
415,a662c6,1714080152,KSAV,1714081677,KCHS,N510PT  ,1153.0,175.0,4024.0,77.0,0,7
416,a6652b,1714077883,KGSP,1714079409,KCLT,JIA5610 ,1325.0,87.0,8677.0,343.0,6,8
417,a6765e,1714080642,KMYF,1714082328,KSEE,N5150D  ,640.0,38.0,3230.0,148.0,4,8
418,a69e14,1714076051,29GA,1714078613,1GA2,N5251Z  ,1091.0,454.0,10243.0,748.0,6,12
419,a69e58,1714076341,KISM,1714081990,KISM,N5253X  ,2186.0,279.0,1917.0,218.0,1,5
420,a5c168,1714078254,KORL,1714080503,KFLL,N470DC  ,1285.0,41.0,6488.0,241.0,1,4
421,a6b551,1714076272,7FL6,1714079929,7FL6,N531NA  ,189.0,14.0,1092.0,7.0,3,13
422,a6bce3,1714080045,KLOU,1714080816,28II,N533PM  ,995.0,6.0,16575.0,852.0,1,4
423,a6e4bb,1714080591,KSDF,1714081629,KLEX,N543TA  ,1690.0,159.0,1665.0,46.0,2,8
424,a86f85,1714080421,PN66,1714081159,PN66,N64232  ,9778.0,1190.0,3499.0,603.0,0,4
425,a7c045,1714078276,,1714080768,KBKS,EJA599  ,,,3164.0,171.0,0,4
426,a97ded,1714076507,KOAK,1714078778,KMCE,N710VE  ,1210.0,25.0,11573.0,1149.0,1,7
427,a8f5ec,1714078838,KACK,1714080927,KBOS,KAP412  ,420.0,16.0,611.0,97.0,0,3
428,a8f5ec,1714075689,KBOS,1714077599,KACK,KAP412  ,993.0,97.0,4330.0,77.0,0,2
429,a9ccf2,1714080934,KGAO,1714081847,,ERH730  ,14971.0,647.0,,,0,0
430,ac5436,1714079000,KBED,1714080688,KACK,CNS610  ,171.0,63.0,2124.0,37.0,0,2
431,abc8d2,1714075500,KTZR,1714076416,OI01,N859AL  ,3873.0,341.0,15011.0,754.0,3,6
432,ad44bc,1714075693,KSMF,1714080924,KPHX,AAL1677 ,4647.0,494.0,868.0,4.0,6,10
433,acff02,1714076973,KDNL,1714080441,KDNL,N9365H  ,1801.0,328.0,1778.0,236.0,1,6
434,ae03da,1714080759,KADW,1714081775,KADW,CAPEX315,2049.0,82.0,3651.0,28.0,1,8
435,ae2761,1714078982,KNUC,1714080886,KNZY,BRACE04 ,12116.0,42.0,1549.0,30.0,0,8
436,ae4a1d,1714076156,KNSE,1714079447,KNSE,SH148   ,4319.0,465.0,11289.0,739.0,6,19
437,add5c3,1714076514,TN98,1714077353,TN98,N99050  ,764.0,112.0,1215.0,82.0,3,11
438,adda48,1714075473,KPTK,1714076821,KBKL,N992CE  ,1385.0,143.0,13723.0,820.0,0,4
439,c0480c,1714077095,,1714079062,CYVR,CGBHJ   ,,,12150.0,155.0,0,2
440,c822e4,1714075993,NZCH,1714080044,NZAA,ANZ534  ,670.0,153.0,5732.0,305.0,1,2
441,e49be1,1714077013,,1714079114,SSIC,PSCTE   ,,,8609.0,265.0,0,5
442,406b84,1714075905,LIMF,1714080873,EGKK,EFW91S  ,847.0,33.0,4998.0,311.0,1,3
443,45cf22,1714075989,LFLL,1714079912,EDDK,SRR6373 ,4094.0,709.0,994.0,83.0,2,2
444,48c22c,1714078030,LIME,1714081457,LIBP,RYR3TB  ,2024.0,264.0,3963.0,183.0,1,0
445,717cdb,1714078225,,1714079134,OERK,FAD44   ,,,11931.0,480.0,0,1
446,7c8033,1714077891,,1714082177,YSSY,RXA6762 ,,,2460.0,36.0,0,2
447,7c7cd0,1714077051,YSSY,1714081076,YBBN,JST816  ,2177.0,59.0,1582.0,57.0,0,2
448,a04763,1714079822,KBLM,1714082088,KLGA,N117NC  ,768.0,77.0,14280.0,24.0,3,2
449,a0bb66,1714079820,K0W3,1714082028,K0W3,N1460V  ,441.0,2.0,1894.0,58.0,3,14
450,a0bb66,1714077528,K0W3,1714079067,K0W3,N1460V  ,415.0,33.0,1030.0,63.0,3,14
451,a1f10d,1714078201,KSCK,1714081834,KSCK,N224ND  ,661.0,2.0,1944.0,12.0,1,15
452,a442db,1714076771,KRAL,1714079991,KRAL,N374CB  ,433.0,36.0,690.0,43.0,1,8
453,a3c59d,1714078534,KPIA,1714080265,KGYY,DZR342  ,1846.0,400.0,5041.0,117.0,0,6
454,a57079,1714075727,KMVY,1714079721,KMTN,FSR45   ,1248.0,25.0,4543.0,100.0,2,8
455,a4cc95,1714076551,KPHL,1714082289,05IN,RPA4719 ,2045.0,149.0,3083.0,576.0,1,34
456,a74d9b,1714075981,FL01,1714077297,KZPH,N57RV   ,7495.0,886.0,2482.0,246.0,4,9
457,a76df1,1714075324,,1714077841,KSBD,UPS2965 ,,,9450.0,378.0,0,6
458,a6b18c,1714076208,KBED,1714079756,KBED,N530MM  ,88.0,63.0,3081.0,81.0,0,6
459,a6bf0f,1714077750,K39N,1714080027,K39N,N5338N  ,2742.0,479.0,3304.0,204.0,1,22
460,a6d0c1,1714077530,59IL,1714078198,KDPA,N53818  ,5215.0,501.0,3255.0,225.0,8,13
461,a80c05,1714079490,KCKZ,1714080996,KTTN,N61763  ,3560.0,314.0,2255.0,87.0,18,19
462,a80c05,1714076228,KTTN,1714078611,KCKZ,N61763  ,1134.0,3.0,1378.0,466.0,2,44
463,a84e07,1714076046,KMDW,1714080874,KIAD,EJA634  ,532.0,28.0,471.0,95.0,0,8
464,a9280a,1714076703,KGRB,1714081368,KC03,N6897Y  ,528.0,82.0,32.0,94.0,1,20
465,ab8d57,1714078336,K6B9,1714080990,K6B9,N8430A  ,1494.0,79.0,1759.0,140.0,3,14
466,ac138c,1714077240,KSMF,1714082318,KPHX,SWA508  ,4999.0,570.0,1758.0,12.0,6,10
467,abc232,1714076401,,1714080670,FL90,JRE857  ,,,11179.0,2367.0,0,4
468,ad12e0,1714078022,KDCA,1714081254,KPVD,SWA2997 ,523.0,73.0,14795.0,882.0,0,9
469,ad20f4,1714076241,KAUS,1714078796,KDFW,AAL795  ,911.0,17.0,4743.0,142.0,3,22
470,ad89f1,1714076100,KOFP,1714076927,VA73,N97111  ,4365.0,485.0,710.0,254.0,3,4
471,aca251,1714078236,EHAM,1714080809,LFPG,FDX6335 ,937.0,110.0,3072.0,192.0,0,8
472,acbe9c,1714075944,KDAB,1714077269,KEVB,EPI555  ,369.0,12.0,1171.0,4.0,2,6
473,ae5cda,1714079510,,1714080246,KABQ,SKULL54 ,,,1566.0,105.0,0,1
474,ada492,1714079509,48FL,1714081795,KPNS,BL86L   ,4380.0,631.0,3134.0,145.0,1,15
475,add165,1714080781,22ID,1714081609,KEUL,N99MH   ,8909.0,1005.0,1285.0,127.0,0,13
476,c06723,1714075710,CYHU,1714079839,CYHU,CGNBM   ,991.0,118.0,713.0,118.0,2,8
477,03842b,1714081287,,1714082348,DBBB,VRE824  ,,,108.0,17.0,0,0
478,30055b,1714075301,EDDF,1714079517,EPKT,DLA4YL  ,4085.0,87.0,2443.0,108.0,1,1
479,40066c,1714075613,ENGM,1714081163,EDDK,DHK3313 ,2166.0,386.0,586.0,67.0,0,2
480,3c4b4e,1714075863,LIMC,1714079544,EDDK,EWG6PY  ,810.0,32.0,788.0,67.0,2,2
481,51110c,1714079161,EKCH,1714080185,EKGR,SAS1273 ,2387.0,291.0,28438.0,1411.0,0,0
482,5110e9,1714075286,ESSA,1714077451,,SAS060  ,1886.0,34.0,,,0,0
483,a0755d,1714076703,KMQY,1714077539,KJWN,N129CK  ,4044.0,482.0,1971.0,1.0,1,4
484,a06c88,1714076654,77TX,1714080428,K3R9,N1261S  ,1370.0,256.0,1556.0,119.0,7,12
485,a1b295,1714080283,KBDU,1714081992,KBJC,CXK600  ,1123.0,140.0,1296.0,38.0,4,10
486,a35a31,1714076252,KHDN,1714079283,KFTG,VJA315  ,1863.0,302.0,8517.0,339.0,0,22
487,a2ecf3,1714076947,KIND,1714081788,KVPS,AAY603  ,2811.0,366.0,3926.0,49.0,2,9
488,a5537a,1714077035,KIAD,1714081775,4II2,EJA442  ,1140.0,95.0,3010.0,80.0,2,27
489,a4b7d8,1714077762,61II,1714078432,35II,N403AT  ,8103.0,1103.0,2425.0,7.0,5,16
490,a4ed9c,1714076580,KDVT,1714081870,KDVT,ASI204  ,319.0,37.0,1488.0,98.0,1,7
491,a71546,1714078886,KI67,1714081169,KI67,N55565  ,1121.0,35.0,2085.0,65.0,3,8
492,a6a30e,1714078898,KTPA,1714079975,6FD7,N527BF  ,3939.0,14.0,11343.0,18.0,1,1
493,a6e8a5,1714078255,7FL6,1714079582,KORL,N544VB  ,606.0,7.0,1846.0,26.0,3,6
494,a88739,1714076910,KMLB,1714081340,KMLB,N649FT  ,2546.0,165.0,1214.0,2.0,1,5
495,a7d7b5,1714076492,,1714078341,KMSP,SKW4245 ,,,1078.0,42.0,0,10
496,a90059,1714075711,KRHV,1714081869,KRHV,N6796H  ,298.0,41.0,706.0,10.0,1,2
497,a91225,1714077847,KPIA,1714080720,KDPA,CXK1063 ,2620.0,316.0,11245.0,469.0,1,22
498,a91346,1714078299,KF45,1714081007,KPIE,N684NG  ,13217.0,968.0,1442.0,18.0,1,5
499,a9618a,1714076137,KORD,1714078978,KDTW,AAL1163 ,1297.0,8.0,2632.0,44.0,1,9
500,aa5694,1714075734,KSNA,1714082205,34CO,UAL2470 ,2110.0,211.0,9145.0,350.0,0,21
501,ab5099,1714080583,KREI,1714082183,KREI,N828WT  ,1281.0,549.0,6483.0,427.0,1,5
502,ab7aa2,1714075213,KPMP,1714081281,KRYY,JRE839  ,3735.0,641.0,3865.0,94.0,1,8
503,ab92ac,1714080806,KGTU,1714081497,54TE,CAP4284 ,1630.0,201.0,11156.0,470.0,8,13
504,ab9697,1714075852,KDAB,1714081619,KSRQ,ERU846  ,1053.0,12.0,1555.0,6.0,2,4
505,ac6341,1714076654,KCLE,1714078899,14MI,N898CC  ,304.0,216.0,2520.0,53.0,3,9
506,ac7353,1714080900,KPWM,1714081687,KLEW,N901EM  ,2866.0,23.0,7942.0,3.0,3,6
507,aba507,1714076460,KOPF,1714079309,KTPA,N85AH   ,1012.0,50.0,1983.0,14.0,2,7
508,ad5570,1714080492,KIOB,1714081226,KLEX,N9585K  ,13309.0,542.0,1971.0,6.0,0,8
509,acd619,1714078232,KORD,1714078966,4MI6,SKW5696 ,1874.0,115.0,5457.0,842.0,0,15
510,acdfa9,1714075423,JY04,1714076603,KLOM,N929AR  ,4019.0,828.0,3191.0,182.0,1,25
511,acfd62,1714075485,,1714077808,KPWK,EJA936  ,,,2155.0,21.0,0,5
512,ae4c09,1714078260,KNFG,1714079339,KNKX,GRYHWK01,10633.0,39.0,1463.0,61.0,1,6
